ID,[Area] Sample127,[Area] Sample128,[Area] Sample129,[Area] Sample130,[Area] Sample131,[Area] Sample132,[Area] Sample133,[Area] Sample134,[Area] Sample137,[Area] Sample138,[Area] Sample139,[Area] Sample140,[Area] Sample141,[Area] Sample142,[Area] Sample143,[Area] Sample144,[Area] Sample145,[Area] Sample148,[Area] Sample149,[Area] Sample150,[Area] Sample151,[Area] Sample152,[Area] Sample153,[Area] Sample154,[Area] Sample155,[Area] Sample158,[Area] Sample159,[Area] Sample160,[Area] Sample161,[Area] Sample162,[Area] Sample163,[Area] Sample164,[Area] Sample165,[Area] Sample168,[Area] Sample169,[Area] Sample170,[Area] Sample171,[Area] Sample172,[Area] Sample173,[Area] Sample174,[Area] Sample175,[Area] Sample178,[Area] Sample179,[Area] Sample180,[Area] Sample181,[Area] Sample182,[Area] Sample183,[Area] Sample184,[Area] Sample185,[Area] Sample186,[Area] Sample189,[Area] Sample190,[Area] Sample191,[Area] Sample192,[Area] Sample193,[Area] Sample194,[Area] Sample195,[Area] Sample196,[Area] Sample197,[Area] Sample200,[Area] Sample201,[Area] Sample202,[Area] Sample203,[Area] Sample204,[Area] Sample205,[Area] Sample206,[Area] Sample207,[Area] Sample218,[Area] Sample219,[Area] Sample220,[Area] Sample221,[Area] Sample222,[Area] Sample223,[Area] Sample224,[Area] Sample225,[Area] Sample226,[Area] Sample229,[Area] Sample230,[Area] Sample231,[Area] Sample232,[Area] Sample233,[Area] Sample234,[Area] Sample235,[Area] Sample236,[Area] Sample239,[Area] Sample240,[Area] Sample241,[Area] Sample242,[Area] Sample243,[Area] Sample244
name,y60,y48, y33,w36,g13,r110,b18,PW,y60,r110,y60,b18,g13,w36,w36,b18,08A529,04LO73,03LO50,04LO60,12LO75,13LO82,08LO29,12LO38,08LO24,10LO33,04LO73,03LO50,04LO60,2LO75,13LO82,08LO29,12LO38,08LO24,10LO33,17RB16,17RB16,17RB35,17RB35,17RB61,17RB61,17RB68,17RB68,13CLM14,13CLM1,13CLM2,13CLM7,13CLM8,13CLM9,13CLM10,13CLM11,R6,R7,E14,E15,E16,R2,E20,E11,E13,E16,E14,R5,295,39,17-2,17-4,17-3,gigi,46,47,48,49,50,MT-5,3728,3730,830,10206,10207,10208,10211,10216,10217,10428,04LO49,05LO53,11LO40,11LO44,13LO02
class,Chronic,Chronic,Chronic,Negative,Negative,Chronic,Negative,Negative,Chronic,Chronic,Chronic,Negative,Negative,Negative,Negative,Negative,Sample,Sample,Sample,Chronic,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Chronic,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Chronic,Negative,Negative,Negative,Negative,Negative,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Negative,Negative,Negative,Sample
103.9849a0.38,21022.70679,40494.48683,19539.05326,27521.27956,23318.21879,30823.85558,36680.36955,39413.54641,21205.75366,7349.878593,11773.71296,22074.43626,21305.39564,7822.949911,15817.46274,15598.53819,28592.40813,24268.54793,16690.26151,5015.84735,6021.93106,13095.34834,21698.8525,12492.88279,20093.41657,15451.00695,30032.46384,24708.24523,7278.541528,30580.636,2064.913575,25516.50399,10068.4287,37468.5199,24152.38256,24238.89457,39343.71807,42262.49548,41226.43486,50971.22796,48248.78287,43557.8688,41841.68704,41921.02586,44290.70228,46616.33729,32353.91805,26328.45467,34712.11611,26600.25212,41645.59272,8572.252113,11934.84691,8589.013156,4258.392955,31373.64329,7231.302748,18199.95592,11066.5626,26419.08682,35940.35308,60318.14239,37932.06184,38349.4273,30644.10299,10076.40472,24759.44106,34276.84309,3101.321965,25783.93748,16314.09428,15771.68043,19250.47262,18704.82256,13866.30855,39400.78655,45512.81728,30412.45644,48747.41217,56825.779,36543.03219,27641.81643,32177.67962,37812.49354,36119.84878,21702.45536,11625.94783,20850.09398,8007.373439,8183.656844
558.7196a3.98,11466.84998,12108.22245,8135.5906,13398.59478,8409.67105,7391.618049,13616.68944,7618.230439,8842.355835,9806.588486,13471.68903,5740.393041,12910.49946,27122.01604,12052.87823,6340.23229,17352.05982,31265.84252,30819.05664,35694.34572,31293.34396,31241.10893,26980.03168,11746.04327,44271.57923,28452.41962,25832.17671,19979.60955,23416.85309,24073.50308,12636.19839,2781.703574,16348.46805,23870.7864,15610.5964,27762.0833,3913.858382,29696.65619,5176.004169,37302.52868,34787.72985,38104.68456,38885.95906,28152.04171,2313.120801,3224.489129,28574.57941,26468.72976,2583.018603,14448.03181,3780.238963,19483.02704,33635.53832,0,23827.58907,28146.90754,0,15224.29773,25373.74546,27625.04796,14241.21473,45613.35705,32532.88038,28266.65168,26550.01095,33393.92812,7022.856824,10521.93496,7528.846518,9498.563033,4670.211644,3786.184338,7910.6894,3871.822619,5499.365932,17611.39723,22644.39937,24377.30228,34213.16784,40063.23437,32514.26542,22585.15172,26680.485,21768.53402,22276.86465,16498.45302,12580.87349,21831.6219,12635.33563,7319.62459
199.0221a0.36,0,0,0,19294.27784,13199.51427,0,0,0,5896.376144,8186.501591,7994.011271,6241.139672,0,6491.033697,0,13042.34999,11981.26606,0,8042.421143,13365.49052,0,7142.917276,0,10503.03803,11275.5304,8592.385645,0,0,17171.11693,0,0,0,9229.468072,14162.6221,14914.64905,9639.427568,18662.92471,12416.29047,13283.52677,13306.48679,12351.68841,12786.14104,13517.82811,13520.13019,15528.74159,17586.08799,11538.191,0,0,0,18905.17989,18979.41694,24006.58988,20770.01194,11238.72573,10781.57257,0,36687.42699,24970.33491,12774.65034,17865.43907,0,15924.77324,12640.89602,0,0,0,0,0,8383.708217,0,0,0,0,0,16871.95894,7017.001472,9661.257273,13170.09831,13622.28422,25514.18264,17261.76311,15104.86289,17686.52416,20597.52422,10554.22883,0,5382.638049,10865.88386,2079.320863
1170.8509a4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3681.886539,0,0,0,0,0,0,4084.622744,0,0,0,0,9999.69839,0,0,0,0,0,3757.378538,0,0,0,5510.574781,8728.463791,0,0,4876.411652,0,0,0,0,0,0,0,0,7184.215642,15774.15898,10946.62582,8291.474114,9861.393036,11452.99831,7126.091741,10575.35747,6627.450177,4020.840478,0,5286.698515,4479.604505,0,0,0,0,0,0,0,0,0,0,0,2995.8856,3393.964946,0,3161.980095,4825.950485,2145.727079,2396.429515,2371.351674,3961.093793,3440.753885,2253.429484,0,1596.381409,6791.043157,0
269.9318a1.92,12285.59251,13941.76682,5963.984645,3878.276248,7165.478861,3345.94618,3568.310307,6109.874534,0,0,4762.192949,3143.094771,10656.82375,0,2664.917893,3222.90884,3725.915077,6916.222488,6934.162034,0,0,3532.162769,6223.283786,3456.966632,7879.957776,4712.344796,18587.9326,9823.410739,0,9749.983072,2061.613014,6549.998827,0,2833.332559,4455.168634,0,3696.707906,0,5557.09262,5066.688374,5800.33763,4339.017306,0,8691.66248,13500.71328,14719.6765,11144.4582,13986.21315,19045.17442,6648.398433,15052.41262,0,3948.651124,0,4199.465254,3745.863581,4346.202598,2543.149735,3595.132557,4278.671873,2954.212617,6960.993831,4462.760927,3329.029084,3185.678713,0,0,0,0,4451.986899,2250.266337,4758.022747,3184.433323,3644.873133,4659.561282,4236.848728,3891.690327,3163.280496,4463.044224,0,2508.262479,2789.803478,0,0,2156.346064,2386.912114,1738.86625,6874.763902,0,1578.545413
375.1884a3.89,45173.38423,45024.75478,52028.76248,59439.8363,47686.78106,32286.99261,76308.19154,48690.96835,31726.47874,41328.03698,60778.06545,34037.77576,32850.67006,37023.19425,64158.45254,37347.42526,25876.39766,62478.60211,37468.6113,42811.81038,37625.73835,34949.21002,30886.76462,37235.74739,43260.24775,41728.03156,22411.74015,38889.8021,32530.45804,31830.25153,22997.07244,32852.29051,29759.22218,25702.02758,33044.29227,19286.5538,32822.33737,22362.78224,34535.02263,31622.86532,32592.82719,44621.9904,26731.03613,26769.67552,30026.2227,39616.81466,26690.28669,25468.45037,29559.94418,23497.44424,23071.9708,32454.09574,29980.23588,31375.29991,34124.33817,34751.02789,67128.25762,23071.2369,40472.19087,40309.87376,36031.99836,36944.78368,26282.57795,33249.39178,30237.18661,34073.10242,31183.56064,31564.75532,14911.42069,60805.24343,31960.91928,33256.34102,41720.00033,43002.90373,47485.58501,27716.50112,41692.71182,27681.01186,34971.90288,62655.72226,29408.92523,25851.20616,24737.37577,26531.60726,26210.75819,32841.58081,26316.1552,21475.11875,25183.13845,14203.98969
1074.6702a2.62,0,0,0,7488.681053,7110.093517,0,0,0,0,0,0,0,0,0,0,6174.190752,6218.343128,0,6536.918523,7249.11171,0,0,0,3926.575178,8627.581854,0,0,0,6798.816826,0,3509.734222,0,9129.441616,6629.157724,5679.986813,0,0,6854.569994,0,0,0,0,0,12690.14968,14676.27985,16616.59279,23528.01669,6145.228863,7746.608995,0,7699.955434,8049.98979,14086.07062,16721.58615,0,0,0,26012.29442,13042.49635,7153.057135,5054.352817,0,12092.85417,0,0,0,0,0,0,14809.51902,0,0,0,0,0,0,0,0,0,0,11870.52139,5772.792093,6510.592767,6420.934494,7257.500447,0,0,0,0,0
660.7795a3.71,142077.2202,58648.75784,100604.0167,104767.8701,0,0,92661.4148,71488.83803,84277.10297,33999.67517,0,58405.42367,147858.7306,60407.37833,65116.22669,0,44711.66887,93818.76072,98800.99792,48000.97722,54674.78301,146922.7887,54655.1156,0,130658.8617,630642.5243,0,174749.987,0,0,16238.7609,41698.27458,62754.43537,99529.49361,70069.55075,60361.7273,0,89350.93127,157959.3737,56047.56105,0,80844.26843,70339.02173,96556.03529,0,379602.5799,0,0,36144.31714,94987.869,97624.69114,81158.94321,0,0,0,0,0,0,88808.1091,0,0,50749.91712,81065.52263,0,57268.89857,0,174959.2587,45688.81305,76544.31774,179506.4901,0,91858.65694,129377.7018,31507.3489,0,0,0,45233.98809,0,0,0,0,44955.64959,0,82096.17725,0,0,30664.86455,0,0
584.3083a6.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8476.920052,0,0,0,0,0,0,0,0,0,11680.02153,8154.193246,0,17753.9826,0,14219.251,22076.74433,6652.375396,0,15953.12884,0,0,0,0,0,0,0,0,9519.629749,24355.05256,8715.030332,3306.883907,12026.46147,19541.00842,6613.672196,6384.555345,4637.080679,0,0,6111.57346,5960.459121,0,0,0,0,0,0,0,0,0,0,0,0,3307.220929,3316.89541,5119.271182,5625.328048,0,4491.116688,0,0,5130.616496,6569.772335,0,4371.104878,17079.103,0
799.6335a6.26,0,0,6946.168874,26203.6869,22076.99367,7780.263823,4664.00547,7499.421583,7380.407892,21774.34758,20253.1905,6626.662597,6552.896786,4858.867978,16447.99739,7632.801807,4731.692005,5584.323655,7623.052678,6050.081735,0,6086.394253,9481.06933,4409.786178,14203.49816,8513.523026,0,0,7326.281122,5746.740477,3170.188993,0,12738.50426,11098.97015,3933.054565,4832.661538,10754.52753,8824.127905,5676.965513,16878.2449,13707.89618,0,13758.53609,16877.20509,19914.94236,23784.4119,18201.04343,10312.18565,11623.17591,5000.447895,9913.264226,3770.081142,14270.96919,14052.40346,9837.459672,9244.547022,21136.5125,8729.256426,12579.07432,11619.38225,16922.80189,24729.11906,13079.89203,11126.08747,7770.269966,0,0,0,0,12901.52464,13169.64671,6658.779257,5861.080709,5153.845781,10592.37478,5909.703499,4976.41163,0,7648.680031,6055.76212,6559.813359,4616.59948,5705.758493,5799.600731,4450.181987,3845.513212,7309.870398,8752.381029,8068.0557,3935.822598
1672.7087a1.72,23397.86194,31391.26624,4562.600138,8725.075186,37814.34352,84105.88482,36116.83828,7474.626692,18732.36742,15644.59693,30793.58795,38198.82432,67439.73278,6953.559045,11663.56077,11085.61432,9730.994972,42888.10755,17343.95336,31304.53218,29138.98528,28283.2017,12673.61217,18165.75402,30645.79059,24488.66307,26632.19583,21568.87195,35644.01108,25033.31217,19093.7463,19372.65965,24784.93359,19548.86326,6934.289081,19728.87706,42612.13314,33655.21336,21848.1766,17735.55258,31407.21759,14215.50571,20317.41352,12574.48516,4957.79361,22209.76549,14775.73345,8993.337599,10292.92541,11791.33579,14627.60398,55062.92495,43035.14142,33901.59698,40630.64959,60060.03661,41648.84072,0,90098.35605,16530.38331,36139.81634,29358.05431,28191.97598,13689.60963,12233.88608,86931.13341,75521.44134,0,0,0,0,0,0,0,159840.8116,40673.25041,10019.35508,15562.57526,18277.9797,43319.05466,10513.52659,19975.69327,30762.84504,9435.823646,6438.874599,15235.22196,16081.40399,19380.34493,20550.88016,11781.52088
1562.9379a2.2,36323.1249,27554.38729,34558.03395,41625.54818,12241.15002,22494.91537,41768.37552,35101.30152,18938.18849,28178.12074,32447.64089,26016.29988,32890.09563,6301.31991,41797.97342,12608.939,10511.12564,16650.66569,84676.22551,17176.62529,32364.48022,41635.75937,19077.83572,0,29362.59581,38016.63539,34753.39834,22958.0265,42987.7579,51592.06851,14173.84732,100444.429,16796.33425,0,29284.45672,0,8624.221277,17078.47482,0,15035.03339,0,25065.68294,0,33058.3201,14479.8828,61249.17996,0,33477.24037,107326.1765,9363.688248,11818.92549,20990.74862,19472.13032,0,17831.69553,0,39700.42927,9502.004872,8267.137896,18237.04956,32135.14856,44879.56275,24904.66185,0,0,10810.38958,23090.31554,36716.04278,10956.14685,26441.17094,17756.36552,15531.78656,23682.82835,24873.50274,12791.71981,0,0,15453.13288,26857.99386,20538.91449,0,0,6934.91238,0,0,16498.45302,28137.92329,20024.69512,36140.85121,14608.11288
771.2677a7.12,62660.97636,89727.00306,58813.59663,67863.55611,97455.45763,72979.67481,94607.27422,68055.77867,83666.70658,79027.33246,90927.83265,84039.666,68175.06554,114064.2384,85397.09434,114608.6819,84584.32618,90601.9355,114041.0692,101254.5771,92246.13362,62693.8797,77724.06482,54973.34796,141742.7285,110852.9369,57437.04041,62028.36069,55740.05143,68556.46131,37309.13076,75242.39166,86237.22276,60139.22106,58950.36384,90310.93114,76491.89891,96127.73588,69261.48406,18058.11459,71646.46424,77561.47083,68171.81988,58056.57606,57914.60368,73110.50171,46051.02213,49773.40408,47477.13795,52225.05068,76775.59331,51451.38773,85813.38051,76710.72298,89679.29454,93317.80856,64518.55714,77760.07784,82321.31196,86051.90878,55644.85882,96804.30464,69311.99202,55730.75579,73382.78736,67729.16799,92176.89763,71774.8152,34709.73075,116228.3925,67697.86897,64730.7228,53549.87391,57447.99709,79449.3326,57951.40303,54829.79847,48438.80395,59108.61378,101895.1949,55114.09232,47496.1124,35288.48504,21256.46176,56603.73343,41098.08819,45830.21381,36392.30878,35616.72832,33166.31917
518.6935a3.97,0,0,0,7269.361308,5733.372113,0,0,0,0,0,0,0,0,0,0,5601.986065,5209.126471,0,0,6648.649621,0,0,0,0,0,0,0,0,0,0,2415.185628,0,9882.794019,5701.415061,0,0,0,6417.887451,0,0,0,0,0,11823.01632,12648.25154,12635.66465,13827.7969,5368.471934,4922.17154,0,6754.696439,0,14675.4348,17791.24375,0,0,0,29358.67415,11715.57571,4485.89086,0,0,7829.750478,0,0,0,0,0,0,6581.890481,0,0,0,0,0,0,0,0,0,0,9948.614683,5898.858526,5735.833535,5535.916297,6410.113965,0,0,0,0,0
654.3125a4.63,8684.550822,10552.6028,7166.907185,9107.629092,8663.850217,7567.978316,10843.38006,10260.95263,18338.39232,5994.321511,8227.49743,5658.956737,5338.039049,7900.560096,10506.25034,7227.490153,43374.98996,8113.966293,8078.625615,8080.666463,8227.655934,7878.821732,6787.850627,6766.897209,11600.40705,9582.41483,6751.235125,6906.621205,8924.975333,6339.399297,2829.406053,4885.977838,9150.167819,6683.302984,7092.766057,8923.451789,8455.994031,6079.907126,9486.060872,57005.60238,8639.510453,9204.827487,63011.53882,6138.631207,6859.114147,8271.593435,5992.017752,5419.600238,7627.530777,4827.329858,7021.696239,8998.921778,5554.068487,10887.09015,8495.987898,6580.708709,8675.914198,5174.448812,9364.014507,6986.748335,5363.944441,8722.602739,12572.78141,6560.826443,7066.414601,7407.368864,6188.741549,6927.159177,1961.79075,9151.36539,8419.982211,12832.40574,6798.945947,5635.912243,7891.354325,5250.674984,7446.510684,4211.553941,7061.667933,9456.8274,6858.017154,5206.076784,6358.256142,20061.8693,6917.283192,5575.933484,7458.575587,4860.851707,3920.181484,2527.553812
595.7047a2.3,24366.27667,24309.40265,16290.08234,25850.43143,35070.79095,27799.60359,31080.75074,27140.07508,24554.54197,22011.03215,26551.53743,26255.41073,24379.67336,38776.08693,20603.67301,33562.52968,0,25397.7665,27987.0624,0,31595.49805,0,23022.84438,0,29410.17189,33995.85509,16024.28589,15053.76612,0,28735.56609,16033.30097,26295.47192,25121.95967,0,0,0,0,4434.122403,0,0,0,0,0,30173.71722,15820.8734,21298.4579,21462.5738,16510.50929,24915.07808,16215.83329,20385.2355,0,0,0,0,0,12547.17605,0,0,0,0,24932.67159,0,0,18884.5861,22599.42565,25918.43171,25509.78845,7644.123056,41111.59855,18274.15571,23031.344,23332.7638,18819.10208,24860.02366,0,0,0,0,0,0,0,0,0,0,0,6120.747024,0,0,3363.693133
481.3572a4.41,4823.364603,5299.540838,0,8090.554703,6254.58776,7228.321506,5993.33356,6264.842607,4749.784947,0,5727.346131,3974.784677,7202.960284,3351.34892,11029.47881,3790.004556,0,0,3427.356666,4703.303991,0,0,0,0,0,5177.027612,0,3698.370225,0,0,0,0,8603.176302,0,0,3131.956608,0,5037.551877,0,6348.363352,6584.707967,3509.31853,0,0,0,0,0,0,0,0,0,0,0,0,3374.477445,4751.546521,9629.918449,6294.851675,10081.92969,5824.365433,3350.828753,0,0,0,4160.811668,16812.54284,12742.63227,7049.958817,0,24279.41436,15322.2803,14060.23313,16313.00791,16178.60115,24600.1558,0,0,5135.221298,0,10611.36608,5073.485233,5349.068803,4624.364595,0,2826.959869,0,0,0,0,0
1290.959a6.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113504.1966,19065.45618,0,172006.8166,0,0,0,80417.71057,0,36826.41648,0,5893.756432,129767.8605,0,0,0,0,0,120867.5641,0,79387.81079,0,38548.08082,0,11874.20416,0,58317.73322,134712.707,0,67938.96543,0,0,20638.86509,9312.418676,108745.4321,69330.32334,216835.3495,191515.3466,90674.99936,51192.11174,53835.68845,217261.7679,197048.8265,137460.8939,0,72958.50303,76846.47476,0,0,0,0,0,0,0,0,0,0,0,0,91170.585,77438.8265,30161.26639,75823.56425,158148.4753,119383.3762,81687.54695,111117.4728,130692.786,149863.2455,81764.78479,9348.219572,0,75649.83644,0
607.7455a3.5,34592.98562,38588.85276,27311.47196,36681.64585,38623.36515,32140.02573,44515.72568,41648.18602,36660.8843,25969.48665,47115.65752,33955.47311,35880.02098,32372.85465,33498.15094,34956.4271,25904.60344,34651.56796,35253.09876,36167.89626,20195.97953,34878.65608,31429.5839,25685.96811,47459.17644,45187.06735,27589.82843,25900.91706,42844.53912,34267.98026,14823.6453,27116.8739,29847.53383,29251.37059,25237.76557,27011.81348,34436.80395,30977.54181,34825.75912,36601.67966,16630.93849,37046.70887,12971.67001,27736.35046,26671.28242,35891.01684,35995.11934,26924.95155,32677.99916,24576.10277,31271.65422,33102.26058,39769.1927,39034.5643,37435.555,43491.71555,36102.09345,31719.75842,44735.22905,37676.50286,31334.98513,48627.69355,37969.55616,31706.80274,29951.24537,31363.55441,35301.33357,39394.54433,11366.05768,39084.68632,26499.54577,28839.38143,26424.87241,28305.10774,35971.13082,30802.74409,30527.99884,25215.92104,32533.61233,38551.41421,26336.42097,21388.68788,20228.0809,28161.78893,25783.55755,21573.82665,18384.00281,19320.84298,7862.380425,12207.37462
328.015a0.44,0,0,0,32545.54333,23131.29325,8726.567294,0,0,0,0,0,10736.59688,0,0,0,14052.22314,177204.5486,0,27250.9048,628375.9986,0,43689.86161,0,131121.8311,25178.61961,0,7575.904696,0,276494.9208,0,0,0,22723.12702,37000.60787,383119.9324,0,20441.32702,21125.26579,42461.84132,68793.58294,0,19448.31492,0,0,46809.37125,57378.36069,47815.37523,28985.8155,18114.56999,0,25837.61052,141195.0179,680973.4211,424936.8615,192891.1622,48986.3274,55834.39744,1584318.026,1015942.23,529740.666,68367.38031,44432.24979,43898.34483,49825.85765,0,0,0,0,0,7278.409299,10174.67822,10087.03888,0,0,11456.25985,260514.3864,321162.5653,20256.73056,172067.2643,544396.2637,486130.4856,237564.6063,715502.2458,1229913.795,259688.8827,231977.0351,12251.85678,53819.26059,169429.7067,6420.239665
394.2703a4.03,243782.1481,669145.9975,587941.5546,563586.4501,543578.4682,550835.9835,606076.2618,758387.9183,311709.3852,1545848.944,433722.5022,791290.5691,411188.5428,238402.8111,441163.1896,444872.9657,241722.1804,396519.7944,290614.301,214729.5994,303296.9902,615968.998,436724.2026,458297.1332,1113890.55,1037568.785,532317.4849,806410.0156,334554.4178,595500.0413,123703.3819,1056340.376,552597.5044,588286.6333,923385.7572,122398.264,402132.641,476481.2223,994252.6114,1014035.309,683609.723,1300674.434,822057.5911,459126.4329,187880.8789,168872.0996,258100.9535,694384.6418,486839.0597,334574.5753,410236.0274,241745.2813,251299.3757,158441.2955,522657.5077,452878.9785,817826.5343,477416.8413,753115.2583,308031.4689,564248.4488,1129874.845,596892.6336,363397.4013,385790.4579,157375.4099,311601.1233,397177.068,14970.97443,493306.2678,300793.007,422617.1149,258920.8186,346464.144,295655.3841,1069402.669,1205628.988,587354.8635,891475.9991,1582960.527,474268.6758,734035.2318,649285.503,606527.3725,730351.0446,232984.2222,450592.2663,419022.4032,372474.7012,86099.97083
260.1885a2.77,27453.26565,51876.12108,32142.7383,47268.42757,56111.28747,36856.02991,41079.37471,66899.71685,41562.60583,0,58295.25223,37163.54366,32988.20113,32187.84451,48902.35187,45262.07194,0,24024.36648,45524.10628,34278.42959,32004.16146,24602.78634,49981.99839,20026.0516,68321.96615,0,30949.75934,27505.40506,0,49862.54843,21250.25045,31363.30998,50258.33756,32047.52879,0,28238.00073,31474.80279,21434.08409,23949.53052,46369.62901,37320.96965,36958.03207,42827.75973,0,0,0,0,37072.60894,28947.4254,28051.78027,0,0,0,0,38567.31349,42090.0704,42069.36117,0,61592.90007,0,0,64831.47991,45889.29299,38306.2132,40039.10576,77230.45903,17132.47715,35209.91044,12973.6604,0,16034.66264,63092.85318,41280.68856,31820.41042,66394.73487,22537.94624,22363.95512,0,28796.00992,36233.85539,0,17083.169,19911.63916,0,23268.0543,20873.64958,21809.92165,18652.08173,0,19279.20617
260.1076a2.52,38144.13659,0,56469.18025,396936.9281,47691.72618,215086.0425,69966.57185,48477.11241,107060.5237,182119.2838,194807.2119,27954.31063,73894.52407,76092.47521,79345.38063,0,168436.6779,253116.7565,179293.5956,58596.19707,0,155894.7501,25314.16804,113165.9435,0,163655.7067,199895.7208,63064.42637,114201.2597,31627.10747,12276.02466,51174.7074,163605.4331,125570.1311,251646.0817,15099.18031,198964.7674,66597.07887,78651.82553,270855.6444,204193.6144,97638.42525,150933.0334,218460.8251,55471.95937,40350.87382,75659.56374,79516.31177,128770.043,25670.07559,49194.91245,124216.8293,121650.8119,150282.9237,163181.2021,342564.314,460807.1405,216554.9255,404592.9952,264315.3774,76037.85937,37237.5475,133336.3482,85474.40368,0,40627.33304,111320.3802,70138.53624,117110.5145,151668.0345,69705.06345,30550.06229,38117.79767,0,78434.9449,387195.4173,472132.5267,148587.1569,165282.4558,370371.5562,235160.8319,161757.2413,271388.0249,390352.7547,211242.6471,87465.70655,0,100234.3425,78275.28401,17664.65941
766.4567a1.68,0,0,39330.57175,78027.60321,58200.10615,39708.82052,88618.2672,17176.66114,55898.52919,161463.1759,98568.14707,59955.31246,59597.71148,17059.34593,50052.56768,98068.39019,41393.01778,29304.66974,23573.13388,69512.48418,56693.17235,64761.37827,15335.51438,27256.07999,32017.34095,82679.56964,0,32534.20253,18502.00366,21383.24205,23422.43226,39061.30142,81362.96063,63071.14648,59907.36822,12378.7523,49962.63383,52300.21203,45402.30549,54158.26926,24700.51764,67173.11535,111232.8173,0,48946.50903,114767.4637,26164.20672,26283.22578,0,0,0,44322.35158,0,0,0,103026.5169,109876.2234,119013.1465,0,105619.4287,88215.90006,0,90914.34201,70756.91581,22845.2389,45101.93988,39139.87479,31614.08509,7316.403352,96086.68218,51581.73348,48250.85729,51217.90547,47215.15058,55578.61286,33942.04093,22977.90064,37002.07473,80957.72977,0,87313.40092,22556.55331,29130.2933,40337.89114,70584.20742,0,26442.06238,37752.20807,27944.44985,17449.62436
565.4195a1.6,0,0,0,19490.99594,12959.18144,0,0,0,0,4478.021433,8175.483186,0,0,0,0,7975.102825,0,0,6795.378225,0,0,0,5329.023829,0,26803.00283,0,0,0,0,0,0,0,8996.073009,0,0,3114.459644,7959.895315,11781.45575,7993.017153,23799.93276,21690.74665,9340.037658,8764.260534,22497.79947,25483.04508,36416.49577,12709.46338,6754.180075,0,0,3573.015237,0,24906.19252,20808.71013,16875.85356,40019.66645,0,28977.24288,46598.91909,34007.03702,31128.59071,36788.97805,11711.34951,5109.295681,5246.655207,6229.339049,5575.684722,0,0,7773.192484,8608.514399,0,5487.16561,0,0,0,0,3512.045687,8034.180514,6530.723855,0,12673.76204,0,12773.39845,0,0,14071.03419,14362.85561,4410.472675,0
205.0428a1.26,0,0,5250.466618,34492.63389,22345.01917,9393.633675,6988.436768,0,11569.26417,15617.38453,13368.81642,13255.05788,0,13667.23206,6002.051347,22436.89509,39174.3922,7345.711604,20961.3835,40149.50922,10205.25447,17270.53442,8518.956964,32556.50307,23501.22305,21197.05869,8228.768106,4752.56162,59397.37009,9327.853441,7734.865075,6818.242647,20748.73095,37611.56036,43958.93331,28916.88295,53401.85106,44005.48694,33346.13401,38881.04644,31066.02126,45116.29772,39147.41773,34036.21099,38374.85712,40148.55995,31351.3883,12076.76763,12823.74534,5925.297712,49230.77809,65240.82283,91157.66024,83956.21443,31085.22867,28976.49417,0,137192.5068,78721.73411,35593.64076,51262.82811,15804.22029,48304.86428,28534.42477,7851.653243,0,0,0,0,29638.14984,0,7430.578372,8770.078629,0,0,47881.11574,15676.24405,23675.15686,30436.13924,25893.89601,97184.95171,62349.77318,50962.81231,56081.01732,65490.06783,32624.36816,5161.15814,14425.40894,25145.54767,4039.610256
821.5679a3.39,0,21359.41661,8562.891367,9072.470965,23068.98474,25884.13514,12739.48433,37008.44193,12949.06036,0,11604.95563,2567.842586,0,0,11065.83876,0,23577.97035,11558.56552,0,0,16614.69815,0,24206.78193,8515.136471,0,0,0,0,72285.89611,0,4002.342975,18844.50727,0,47444.17794,0,31351.7605,0,19620.05695,57910.23676,36550.24119,146605.7733,0,51788.73679,21055.84853,17035.86017,0,16498.72806,5662.131938,0,14332.84173,0,0,54221.50471,40671.79532,74031.39026,25694.79195,30865.37694,28697.14216,140133.4884,22607.32468,0,26420.36413,21423.31464,0,0,2575.301862,13617.02136,0,16094.13708,0,7277.342482,27926.55845,22818.82288,0,11124.15072,55496.83267,83245.6226,12563.45834,17790.84728,0,77172.46155,23995.81176,0,0,29570.842,0,0,8641.514146,20659.35642,10775.75361
